dataset,meta-estimator,outcome_model,params_outcome_model,mean_test_max_error,std_test_max_error,rank_test_max_error,mean_test_neg_mean_absolute_error,std_test_neg_mean_absolute_error,rank_test_neg_mean_absolute_error,mean_test_neg_median_absolute_error,std_test_neg_median_absolute_error,rank_test_neg_median_absolute_error,mean_test_neg_mean_squared_error,std_test_neg_mean_squared_error,rank_test_neg_mean_squared_error,mean_test_neg_root_mean_squared_error,std_test_neg_root_mean_squared_error,rank_test_neg_root_mean_squared_error,mean_test_r2,std_test_r2,rank_test_r2,ate_mean_abs_error,ate_bias,ate_abs_bias,ate_squared_bias,ate_variance,ate_std_error,ate_mse,ate_rmse,mean_ite_bias,mean_ite_abs_bias,mean_ite_squared_bias,mean_ite_variance,mean_ite_std_error,mean_ite_mse,mean_ite_rmse,mean_pehe_squared,mean_pehe,std_of_ite_bias,std_of_ite_abs_bias,std_of_ite_squared_bias,std_of_ite_variance,std_of_ite_std_error,std_of_ite_mse,std_of_ite_rmse,std_of_pehe_squared,std_of_pehe,time,param_alpha,param_C,param_svm__C,param_n_neighbors,param_max_depth,prop_score_model,params_prop_score_model,mean_test_accuracy,std_test_accuracy,rank_test_accuracy,mean_test_balanced_accuracy,std_test_balanced_accuracy,rank_test_balanced_accuracy,mean_test_average_precision,std_test_average_precision,rank_test_average_precision,mean_test_f1,std_test_f1,rank_test_f1,mean_test_precision,std_test_precision,rank_test_precision,mean_test_recall,std_test_recall,rank_test_recall,mean_test_roc_auc,std_test_roc_auc,rank_test_roc_auc
twins,ipw_trimeps.01,,,,,,,,,,,,,,,,,,,,,0.04,-0.04,0.04,0.0,0.0,0.01,0.0,0.05,,,,,,,,,,,,,,,,,,,0.03,,0.01,,,,LogisticRegression_l1_saga,{'C': 0.01},0.75,0.0,1.6,0.5,0.0,7.8,0.77,0.01,8.0,0.85,0.0,1.2,0.75,0.0,7.8,1.0,0.0,1.0,0.54,0.02,8.0
twins,ipw_trimeps.01,,,,,,,,,,,,,,,,,,,,,0.02,-0.02,0.02,0.0,0.0,0.01,0.0,0.02,,,,,,,,,,,,,,,,,,,0.06,,0.1,,,,LogisticRegression_l1_saga,{'C': 0.1},0.75,0.0,3.0,0.5,0.0,7.6,0.8,0.01,1.2,0.85,0.0,3.4,0.75,0.0,7.6,1.0,0.0,4.0,0.59,0.02,1.0
twins,ipw_trimeps.01,,,,,,,,,,,,,,,,,,,,,0.01,-0.01,0.01,0.0,0.0,0.01,0.0,0.02,,,,,,,,,,,,,,,,,,,0.09,,1.0,,,,LogisticRegression_l1_saga,{'C': 1.0},0.74,0.0,4.8,0.5,0.0,6.0,0.8,0.01,2.8,0.85,0.0,5.0,0.75,0.0,6.0,0.99,0.0,5.0,0.59,0.02,3.0
twins,ipw_trimeps.01,,,,,,,,,,,,,,,,,,,,,0.01,-0.01,0.01,0.0,0.0,0.01,0.0,0.02,,,,,,,,,,,,,,,,,,,0.08,,10.0,,,,LogisticRegression_l1_saga,{'C': 10.0},0.74,0.0,8.2,0.5,0.0,4.0,0.8,0.01,4.4,0.85,0.0,8.2,0.75,0.0,4.0,0.99,0.0,6.6,0.58,0.02,4.0
twins,ipw_trimeps.01,,,,,,,,,,,,,,,,,,,,,0.01,-0.01,0.01,0.0,0.0,0.01,0.0,0.01,,,,,,,,,,,,,,,,,,,0.09,,100.0,,,,LogisticRegression_l1_saga,{'C': 100.0},0.74,0.0,5.8,0.51,0.0,1.2,0.8,0.01,5.2,0.85,0.0,6.2,0.75,0.0,1.2,0.99,0.0,6.2,0.58,0.02,5.0
twins,ipw_trimeps.01,,,,,,,,,,,,,,,,,,,,,0.01,-0.01,0.01,0.0,0.0,0.01,0.0,0.01,,,,,,,,,,,,,,,,,,,0.09,,1000.0,,,,LogisticRegression_l1_saga,{'C': 1000.0},0.74,0.0,6.2,0.51,0.0,1.4,0.8,0.01,5.2,0.85,0.0,6.6,0.75,0.0,1.4,0.99,0.0,6.6,0.58,0.02,5.8
twins,ipw_trimeps.01,,,,,,,,,,,,,,,,,,,,,0.01,-0.01,0.01,0.0,0.0,0.01,0.0,0.01,,,,,,,,,,,,,,,,,,,0.09,,10000.0,,,,LogisticRegression_l1_saga,{'C': 10000.0},0.74,0.0,7.8,0.51,0.0,2.6,0.8,0.01,4.6,0.85,0.0,8.0,0.75,0.0,2.6,0.99,0.0,8.0,0.58,0.02,4.2
twins,ipw_trimeps.01,,,,,,,,,,,,,,,,,,,,,0.01,-0.01,0.01,0.0,0.0,0.01,0.0,0.01,,,,,,,,,,,,,,,,,,,0.12,,100000.0,,,,LogisticRegression_l1_saga,{'C': 100000.0},0.74,0.0,6.2,0.51,0.0,1.4,0.8,0.01,4.6,0.85,0.0,6.6,0.75,0.0,1.4,0.99,0.0,6.6,0.58,0.02,5.0
twins,ipw_trimeps.01,,,,,,,,,,,,,,,,,,,,,0.01,-0.01,0.01,0.0,0.0,0.01,0.0,0.01,,,,,,,,,,,,,,,,,,,0.01,,,,,,LDA,{},0.74,0.0,1.0,0.51,0.0,1.0,0.8,0.01,1.0,0.85,0.0,1.0,0.75,0.0,1.0,0.99,0.0,1.0,0.58,0.02,1.0
twins,ipw_trimeps.01,,,,,,,,,,,,,,,,,,,,,0.01,-0.01,0.01,0.0,0.0,0.01,0.0,0.01,,,,,,,,,,,,,,,,,,,0.01,,,,,,LDA_shrinkage,{},0.74,0.0,1.0,0.5,0.0,1.0,0.8,0.01,1.0,0.85,0.0,1.0,0.75,0.0,1.0,0.99,0.0,1.0,0.59,0.02,1.0
twins,ipw_trimeps.01,,,,,,,,,,,,,,,,,,,,,0.09,0.01,0.01,0.0,0.01,0.09,0.01,0.09,,,,,,,,,,,,,,,,,,,0.01,,,,,,QDA,{},0.42,0.1,1.0,0.51,0.01,1.0,0.77,0.01,1.0,0.35,0.18,1.0,0.76,0.04,1.0,0.33,0.19,1.0,0.54,0.02,1.0
twins,ipw_trimeps.01,,,,,,,,,,,,,,,,,,,,,0.05,-0.05,0.05,0.0,0.0,0.01,0.0,0.05,,,,,,,,,,,,,,,,,,,1.91,,0.0,,,,SVM_sigmoid,{'C': 0.0001},0.75,0.0,1.0,0.5,0.0,4.4,0.76,0.01,5.8,0.85,0.0,1.0,0.75,0.0,4.4,1.0,0.0,1.0,0.51,0.02,7.6
twins,ipw_trimeps.01,,,,,,,,,,,,,,,,,,,,,0.05,-0.05,0.05,0.0,0.0,0.01,0.0,0.05,,,,,,,,,,,,,,,,,,,2.46,,0.0,,,,SVM_sigmoid,{'C': 0.001},0.75,0.0,1.0,0.5,0.0,4.4,0.76,0.01,1.8,0.85,0.0,1.0,0.75,0.0,4.4,1.0,0.0,1.0,0.51,0.02,4.6
twins,ipw_trimeps.01,,,,,,,,,,,,,,,,,,,,,0.05,-0.05,0.05,0.0,0.0,0.01,0.0,0.05,,,,,,,,,,,,,,,,,,,2.45,,0.01,,,,SVM_sigmoid,{'C': 0.01},0.75,0.0,1.0,0.5,0.0,4.4,0.76,0.01,1.4,0.85,0.0,1.0,0.75,0.0,4.4,1.0,0.0,1.0,0.51,0.02,4.2
twins,ipw_trimeps.01,,,,,,,,,,,,,,,,,,,,,0.05,-0.05,0.05,0.0,0.0,0.01,0.0,0.05,,,,,,,,,,,,,,,,,,,2.13,,0.1,,,,SVM_sigmoid,{'C': 0.1},0.68,0.01,4.0,0.49,0.01,10.0,0.76,0.01,3.0,0.8,0.01,4.0,0.74,0.0,10.0,0.87,0.01,4.0,0.51,0.02,4.4
twins,ipw_trimeps.01,,,,,,,,,,,,,,,,,,,,,0.05,-0.05,0.05,0.0,0.0,0.01,0.0,0.05,,,,,,,,,,,,,,,,,,,1.91,,1.0,,,,SVM_sigmoid,{'C': 1.0},0.63,0.01,5.0,0.5,0.01,4.2,0.76,0.01,4.4,0.75,0.01,5.0,0.74,0.01,4.2,0.76,0.02,5.0,0.51,0.02,3.4
twins,ipw_trimeps.01,,,,,,,,,,,,,,,,,,,,,0.05,-0.05,0.05,0.0,0.0,0.01,0.0,0.05,,,,,,,,,,,,,,,,,,,1.27,,10.0,,,,SVM_sigmoid,{'C': 10.0},0.62,0.01,6.0,0.5,0.01,6.0,0.76,0.01,7.0,0.75,0.01,6.0,0.74,0.01,6.0,0.75,0.01,6.0,0.51,0.02,5.2
twins,ipw_trimeps.01,,,,,,,,,,,,,,,,,,,,,0.05,-0.05,0.05,0.0,0.0,0.01,0.0,0.05,,,,,,,,,,,,,,,,,,,1.3,,100.0,,,,SVM_sigmoid,{'C': 100.0},0.62,0.01,7.0,0.5,0.01,4.0,0.76,0.01,7.0,0.75,0.01,7.0,0.74,0.01,4.0,0.75,0.01,7.2,0.51,0.02,5.0
twins,ipw_trimeps.01,,,,,,,,,,,,,,,,,,,,,0.05,-0.05,0.05,0.0,0.0,0.01,0.0,0.05,,,,,,,,,,,,,,,,,,,1.32,,1000.0,,,,SVM_sigmoid,{'C': 1000.0},0.62,0.01,8.6,0.5,0.01,5.2,0.76,0.01,8.2,0.75,0.01,8.6,0.74,0.01,5.2,0.75,0.01,7.6,0.51,0.02,6.2
twins,ipw_trimeps.01,,,,,,,,,,,,,,,,,,,,,0.05,-0.05,0.05,0.0,0.0,0.01,0.0,0.05,,,,,,,,,,,,,,,,,,,1.37,,10000.0,,,,SVM_sigmoid,{'C': 10000.0},0.62,0.01,7.6,0.5,0.01,3.4,0.76,0.01,8.8,0.75,0.01,7.8,0.74,0.01,3.4,0.75,0.01,7.6,0.51,0.02,7.4
twins,ipw_trimeps.01,,,,,,,,,,,,,,,,,,,,,0.05,-0.05,0.05,0.0,0.0,0.01,0.0,0.05,,,,,,,,,,,,,,,,,,,1.35,,100000.0,,,,SVM_sigmoid,{'C': 100000.0},0.62,0.01,8.2,0.5,0.01,3.8,0.76,0.01,7.6,0.75,0.01,8.6,0.74,0.01,4.0,0.75,0.01,8.0,0.51,0.02,7.0
twins,ipw_trimeps.01,,,,,,,,,,,,,,,,,,,,,0.03,-0.02,0.02,0.0,0.0,0.02,0.0,0.03,,,,,,,,,,,,,,,,,,,1.45,,,0.0,,,Standardized_SVM_rbf,{'svm__C': 0.0001},0.75,0.0,1.6,0.5,0.0,6.6,0.76,0.01,5.0,0.85,0.0,1.2,0.75,0.0,6.6,1.0,0.0,1.0,0.53,0.01,7.0
twins,ipw_trimeps.01,,,,,,,,,,,,,,,,,,,,,0.04,-0.04,0.04,0.0,0.0,0.01,0.0,0.04,,,,,,,,,,,,,,,,,,,1.44,,,0.0,,,Standardized_SVM_rbf,{'svm__C': 0.001},0.75,0.0,1.6,0.5,0.0,6.6,0.76,0.01,7.8,0.85,0.0,1.2,0.75,0.0,6.6,1.0,0.0,1.0,0.53,0.02,8.6
twins,ipw_trimeps.01,,,,,,,,,,,,,,,,,,,,,0.04,-0.04,0.04,0.0,0.0,0.02,0.0,0.04,,,,,,,,,,,,,,,,,,,2.37,,,0.01,,,Standardized_SVM_rbf,{'svm__C': 0.01},0.75,0.0,1.6,0.5,0.0,6.6,0.76,0.01,4.0,0.85,0.0,1.2,0.75,0.0,6.6,1.0,0.0,1.0,0.54,0.01,3.8
twins,ipw_trimeps.01,,,,,,,,,,,,,,,,,,,,,0.04,-0.04,0.04,0.0,0.0,0.02,0.0,0.04,,,,,,,,,,,,,,,,,,,2.46,,,0.1,,,Standardized_SVM_rbf,{'svm__C': 0.1},0.75,0.0,1.6,0.5,0.0,6.6,0.77,0.01,2.2,0.85,0.0,1.2,0.75,0.0,6.6,1.0,0.0,1.0,0.54,0.01,3.2
twins,ipw_trimeps.01,,,,,,,,,,,,,,,,,,,,,0.04,-0.04,0.04,0.0,0.0,0.02,0.0,0.04,,,,,,,,,,,,,,,,,,,2.78,,,1.0,,,Standardized_SVM_rbf,{'svm__C': 1.0},0.75,0.0,1.8,0.5,0.0,6.8,0.77,0.01,2.8,0.85,0.0,3.4,0.75,0.0,6.8,1.0,0.0,4.2,0.54,0.01,2.2
twins,ipw_trimeps.01,,,,,,,,,,,,,,,,,,,,,0.04,-0.04,0.04,0.0,0.0,0.01,0.0,0.05,,,,,,,,,,,,,,,,,,,5.29,,,10.0,,,Standardized_SVM_rbf,{'svm__C': 10.0},0.67,0.01,6.0,0.51,0.01,4.2,0.76,0.01,6.4,0.79,0.01,6.0,0.75,0.01,4.2,0.84,0.01,6.0,0.53,0.01,5.8
twins,ipw_trimeps.01,,,,,,,,,,,,,,,,,,,,,0.04,-0.04,0.04,0.0,0.0,0.01,0.0,0.05,,,,,,,,,,,,,,,,,,,5.52,,,100.0,,,Standardized_SVM_rbf,{'svm__C': 100.0},0.67,0.01,7.0,0.52,0.01,1.2,0.76,0.01,5.2,0.79,0.01,7.0,0.75,0.01,1.2,0.83,0.01,7.0,0.53,0.01,4.6
twins,ipw_trimeps.01,,,,,,,,,,,,,,,,,,,,,0.04,-0.04,0.04,0.0,0.0,0.01,0.0,0.05,,,,,,,,,,,,,,,,,,,5.1,,,1000.0,,,Standardized_SVM_rbf,{'svm__C': 1000.0},0.67,0.01,7.0,0.52,0.01,1.2,0.76,0.01,5.2,0.79,0.01,7.0,0.75,0.01,1.2,0.83,0.01,7.0,0.53,0.01,4.6
twins,ipw_trimeps.01,,,,,,,,,,,,,,,,,,,,,0.04,-0.04,0.04,0.0,0.0,0.01,0.0,0.05,,,,,,,,,,,,,,,,,,,5.02,,,10000.0,,,Standardized_SVM_rbf,{'svm__C': 10000.0},0.67,0.01,7.0,0.52,0.01,1.2,0.76,0.01,5.2,0.79,0.01,7.0,0.75,0.01,1.2,0.83,0.01,7.0,0.53,0.01,4.6
twins,ipw_trimeps.01,,,,,,,,,,,,,,,,,,,,,0.04,-0.04,0.04,0.0,0.0,0.01,0.0,0.05,,,,,,,,,,,,,,,,,,,5.07,,,100000.0,,,Standardized_SVM_rbf,{'svm__C': 100000.0},0.67,0.01,7.0,0.52,0.01,1.2,0.76,0.01,5.2,0.79,0.01,7.0,0.75,0.01,1.2,0.83,0.01,7.0,0.53,0.01,4.6
twins,ipw_trimeps.01,,,,,,,,,,,,,,,,,,,,,0.04,-0.04,0.04,0.0,0.0,0.01,0.0,0.04,,,,,,,,,,,,,,,,,,,1.36,,,0.0,,,Standardized_SVM_sigmoid,{'svm__C': 0.0001},0.75,0.0,1.2,0.5,0.0,6.6,0.78,0.01,1.0,0.85,0.0,1.2,0.75,0.0,6.6,1.0,0.0,1.0,0.56,0.02,1.0
twins,ipw_trimeps.01,,,,,,,,,,,,,,,,,,,,,0.05,-0.05,0.05,0.0,0.0,0.01,0.0,0.05,,,,,,,,,,,,,,,,,,,1.42,,,0.0,,,Standardized_SVM_sigmoid,{'svm__C': 0.001},0.75,0.0,1.2,0.5,0.0,6.6,0.76,0.01,4.0,0.85,0.0,1.2,0.75,0.0,6.6,1.0,0.0,1.0,0.52,0.02,4.8
twins,ipw_trimeps.01,,,,,,,,,,,,,,,,,,,,,0.05,-0.05,0.05,0.0,0.0,0.01,0.0,0.05,,,,,,,,,,,,,,,,,,,1.74,,,0.01,,,Standardized_SVM_sigmoid,{'svm__C': 0.01},0.75,0.0,1.2,0.5,0.0,6.6,0.76,0.01,2.4,0.85,0.0,1.2,0.75,0.0,6.6,1.0,0.0,1.0,0.53,0.02,2.6
twins,ipw_trimeps.01,,,,,,,,,,,,,,,,,,,,,0.05,-0.05,0.05,0.0,0.0,0.01,0.0,0.05,,,,,,,,,,,,,,,,,,,1.84,,,0.1,,,Standardized_SVM_sigmoid,{'svm__C': 0.1},0.74,0.0,3.4,0.5,0.0,8.0,0.76,0.01,2.8,0.85,0.0,3.4,0.75,0.0,8.0,1.0,0.0,3.4,0.53,0.02,2.8
twins,ipw_trimeps.01,,,,,,,,,,,,,,,,,,,,,0.05,-0.05,0.05,0.0,0.0,0.01,0.0,0.05,,,,,,,,,,,,,,,,,,,1.69,,,1.0,,,Standardized_SVM_sigmoid,{'svm__C': 1.0},0.73,0.0,5.0,0.5,0.01,6.2,0.75,0.01,5.8,0.84,0.0,5.0,0.75,0.0,6.2,0.97,0.01,5.0,0.52,0.02,5.0
twins,ipw_trimeps.01,,,,,,,,,,,,,,,,,,,,,0.05,-0.05,0.05,0.0,0.0,0.01,0.0,0.05,,,,,,,,,,,,,,,,,,,1.79,,,10.0,,,Standardized_SVM_sigmoid,{'svm__C': 10.0},0.68,0.01,6.0,0.51,0.01,4.2,0.75,0.01,5.6,0.8,0.01,6.0,0.75,0.01,4.2,0.85,0.02,6.0,0.52,0.02,5.2
twins,ipw_trimeps.01,,,,,,,,,,,,,,,,,,,,,0.05,-0.05,0.05,0.0,0.0,0.01,0.0,0.05,,,,,,,,,,,,,,,,,,,1.48,,,100.0,,,Standardized_SVM_sigmoid,{'svm__C': 100.0},0.65,0.01,7.4,0.52,0.02,2.2,0.75,0.01,8.8,0.77,0.01,7.4,0.75,0.01,2.2,0.8,0.02,7.2,0.51,0.02,8.2
twins,ipw_trimeps.01,,,,,,,,,,,,,,,,,,,,,0.05,-0.05,0.05,0.0,0.0,0.01,0.0,0.05,,,,,,,,,,,,,,,,,,,1.74,,,1000.0,,,Standardized_SVM_sigmoid,{'svm__C': 1000.0},0.65,0.01,9.2,0.51,0.01,3.0,0.75,0.01,8.2,0.77,0.01,9.4,0.75,0.01,3.0,0.79,0.01,9.4,0.51,0.02,8.4
twins,ipw_trimeps.01,,,,,,,,,,,,,,,,,,,,,0.05,-0.05,0.05,0.0,0.0,0.01,0.0,0.05,,,,,,,,,,,,,,,,,,,1.49,,,10000.0,,,Standardized_SVM_sigmoid,{'svm__C': 10000.0},0.65,0.01,8.8,0.52,0.01,3.6,0.75,0.01,7.6,0.77,0.01,9.0,0.75,0.01,3.6,0.79,0.02,9.2,0.51,0.02,8.0
twins,ipw_trimeps.01,,,,,,,,,,,,,,,,,,,,,0.04,-0.04,0.04,0.0,0.0,0.01,0.0,0.05,,,,,,,,,,,,,,,,,,,1.53,,,100000.0,,,Standardized_SVM_sigmoid,{'svm__C': 100000.0},0.65,0.01,8.6,0.51,0.02,5.0,0.75,0.01,8.8,0.77,0.01,8.2,0.75,0.01,5.0,0.79,0.01,8.0,0.51,0.02,9.0
twins,ipw_trimeps.01,,,,,,,,,,,,,,,,,,,,,0.04,-0.04,0.04,0.0,0.0,0.01,0.0,0.05,,,,,,,,,,,,,,,,,,,0.08,,,,1.0,,kNN,{'n_neighbors': 1},0.63,0.01,9.0,0.51,0.01,2.8,0.75,0.01,8.4,0.75,0.01,9.0,0.75,0.01,3.0,0.75,0.01,9.0,0.51,0.01,8.4
twins,ipw_trimeps.01,,,,,,,,,,,,,,,,,,,,,0.04,-0.04,0.04,0.0,0.0,0.01,0.0,0.05,,,,,,,,,,,,,,,,,,,0.27,,,,2.0,,kNN,{'n_neighbors': 2},0.53,0.01,10.0,0.51,0.01,3.2,0.75,0.01,8.4,0.64,0.01,10.0,0.75,0.01,3.0,0.56,0.02,10.0,0.51,0.01,8.4
twins,ipw_trimeps.01,,,,,,,,,,,,,,,,,,,,,0.04,-0.04,0.04,0.0,0.0,0.02,0.0,0.04,,,,,,,,,,,,,,,,,,,0.29,,,,3.0,,kNN,{'n_neighbors': 3},0.67,0.01,8.0,0.5,0.01,5.4,0.75,0.01,7.6,0.79,0.01,8.0,0.75,0.01,5.4,0.83,0.01,8.0,0.51,0.02,6.8
twins,ipw_trimeps.01,,,,,,,,,,,,,,,,,,,,,0.04,-0.04,0.04,0.0,0.0,0.01,0.0,0.04,,,,,,,,,,,,,,,,,,,0.3,,,,5.0,,kNN,{'n_neighbors': 5},0.69,0.01,7.0,0.5,0.01,5.2,0.75,0.01,6.8,0.81,0.01,7.0,0.75,0.0,5.2,0.89,0.01,7.0,0.51,0.02,7.6
twins,ipw_trimeps.01,,,,,,,,,,,,,,,,,,,,,0.04,-0.04,0.04,0.0,0.0,0.01,0.0,0.04,,,,,,,,,,,,,,,,,,,0.32,,,,10.0,,kNN,{'n_neighbors': 10},0.7,0.01,6.0,0.5,0.01,5.6,0.75,0.01,7.2,0.82,0.01,6.0,0.75,0.0,5.6,0.91,0.01,6.0,0.51,0.02,7.0
twins,ipw_trimeps.01,,,,,,,,,,,,,,,,,,,,,0.04,-0.04,0.04,0.0,0.0,0.01,0.0,0.04,,,,,,,,,,,,,,,,,,,0.33,,,,15.0,,kNN,{'n_neighbors': 15},0.73,0.0,5.0,0.5,0.0,6.0,0.75,0.01,6.0,0.85,0.0,5.0,0.75,0.0,6.0,0.97,0.0,5.0,0.51,0.02,6.2
twins,ipw_trimeps.01,,,,,,,,,,,,,,,,,,,,,0.04,-0.04,0.04,0.0,0.0,0.01,0.0,0.04,,,,,,,,,,,,,,,,,,,0.35,,,,25.0,,kNN,{'n_neighbors': 25},0.74,0.0,4.0,0.5,0.0,5.2,0.76,0.01,4.6,0.85,0.0,4.0,0.75,0.0,5.2,0.99,0.0,4.0,0.52,0.02,4.4
twins,ipw_trimeps.01,,,,,,,,,,,,,,,,,,,,,0.04,-0.04,0.04,0.0,0.0,0.02,0.0,0.04,,,,,,,,,,,,,,,,,,,0.38,,,,50.0,,kNN,{'n_neighbors': 50},0.75,0.0,1.8,0.5,0.0,7.0,0.76,0.01,2.6,0.85,0.0,2.6,0.75,0.0,7.0,1.0,0.0,2.6,0.53,0.02,2.6
twins,ipw_trimeps.01,,,,,,,,,,,,,,,,,,,,,0.04,-0.04,0.04,0.0,0.0,0.02,0.0,0.04,,,,,,,,,,,,,,,,,,,0.41,,,,100.0,,kNN,{'n_neighbors': 100},0.75,0.0,1.4,0.5,0.0,6.8,0.77,0.01,2.2,0.85,0.0,1.2,0.75,0.0,6.8,1.0,0.0,1.0,0.53,0.02,2.2
twins,ipw_trimeps.01,,,,,,,,,,,,,,,,,,,,,0.04,-0.04,0.04,0.0,0.0,0.02,0.0,0.05,,,,,,,,,,,,,,,,,,,0.47,,,,200.0,,kNN,{'n_neighbors': 200},0.75,0.0,1.4,0.5,0.0,6.8,0.77,0.01,1.2,0.85,0.0,1.2,0.75,0.0,6.8,1.0,0.0,1.0,0.54,0.02,1.4
twins,ipw_trimeps.01,,,,,,,,,,,,,,,,,,,,,0.07,0.05,0.05,0.0,0.0,0.06,0.01,0.08,,,,,,,,,,,,,,,,,,,0.01,,,,,,GaussianNB,{},0.42,0.08,1.0,0.52,0.02,1.0,0.78,0.01,1.0,0.36,0.15,1.0,0.78,0.03,1.0,0.31,0.16,1.0,0.56,0.02,1.0
twins,ipw_trimeps.01,,,,,,,,,,,,,,,,,,,,,0.04,-0.04,0.04,0.0,0.0,0.01,0.0,0.04,,,,,,,,,,,,,,,,,,,0.01,,,,,2.0,DecisionTree,{'max_depth': 2},0.75,0.0,1.0,0.5,0.0,7.4,0.76,0.01,4.8,0.85,0.0,1.0,0.75,0.0,7.4,1.0,0.0,1.0,0.54,0.02,4.2
twins,ipw_trimeps.01,,,,,,,,,,,,,,,,,,,,,0.04,-0.04,0.04,0.0,0.0,0.01,0.0,0.04,,,,,,,,,,,,,,,,,,,0.01,,,,,3.0,DecisionTree,{'max_depth': 3},0.74,0.0,2.0,0.5,0.0,8.2,0.77,0.01,1.6,0.85,0.0,2.0,0.75,0.0,8.2,1.0,0.0,2.0,0.55,0.02,1.0
twins,ipw_trimeps.01,,,,,,,,,,,,,,,,,,,,,0.03,-0.03,0.03,0.0,0.0,0.01,0.0,0.03,,,,,,,,,,,,,,,,,,,0.01,,,,,4.0,DecisionTree,{'max_depth': 4},0.74,0.0,3.0,0.5,0.0,9.0,0.77,0.01,2.4,0.85,0.0,3.0,0.75,0.0,9.0,0.99,0.0,2.8,0.55,0.01,2.2
twins,ipw_trimeps.01,,,,,,,,,,,,,,,,,,,,,0.03,-0.03,0.03,0.0,0.0,0.01,0.0,0.03,,,,,,,,,,,,,,,,,,,0.01,,,,,5.0,DecisionTree,{'max_depth': 5},0.74,0.01,4.0,0.5,0.0,6.8,0.77,0.01,2.8,0.85,0.0,4.0,0.75,0.0,6.8,0.98,0.01,4.0,0.54,0.01,3.4
twins,ipw_trimeps.01,,,,,,,,,,,,,,,,,,,,,0.03,-0.03,0.03,0.0,0.0,0.02,0.0,0.03,,,,,,,,,,,,,,,,,,,0.01,,,,,6.0,DecisionTree,{'max_depth': 6},0.73,0.01,5.0,0.5,0.0,6.0,0.76,0.01,4.8,0.84,0.0,5.0,0.75,0.0,6.0,0.97,0.01,5.0,0.53,0.02,4.8
twins,ipw_trimeps.01,,,,,,,,,,,,,,,,,,,,,0.03,-0.03,0.03,0.0,0.0,0.01,0.0,0.03,,,,,,,,,,,,,,,,,,,0.01,,,,,7.0,DecisionTree,{'max_depth': 7},0.72,0.01,6.0,0.5,0.0,4.4,0.76,0.01,5.4,0.83,0.01,6.0,0.75,0.0,4.6,0.94,0.02,6.0,0.53,0.01,6.0
twins,ipw_trimeps.01,,,,,,,,,,,,,,,,,,,,,0.02,-0.02,0.02,0.0,0.0,0.01,0.0,0.03,,,,,,,,,,,,,,,,,,,0.01,,,,,8.0,DecisionTree,{'max_depth': 8},0.71,0.01,7.0,0.5,0.01,3.8,0.76,0.01,7.6,0.82,0.01,7.0,0.75,0.0,3.8,0.91,0.02,7.0,0.52,0.02,7.6
twins,ipw_trimeps.01,,,,,,,,,,,,,,,,,,,,,0.02,-0.02,0.02,0.0,0.0,0.02,0.0,0.02,,,,,,,,,,,,,,,,,,,0.01,,,,,9.0,DecisionTree,{'max_depth': 9},0.69,0.01,8.0,0.51,0.01,2.8,0.76,0.01,7.8,0.81,0.01,8.0,0.75,0.0,2.6,0.88,0.02,8.0,0.52,0.02,7.6
twins,ipw_trimeps.01,,,,,,,,,,,,,,,,,,,,,0.02,-0.02,0.02,0.0,0.0,0.02,0.0,0.03,,,,,,,,,,,,,,,,,,,0.01,,,,,10.0,DecisionTree,{'max_depth': 10},0.67,0.01,9.0,0.51,0.01,2.2,0.76,0.01,7.8,0.79,0.01,9.0,0.75,0.0,2.2,0.85,0.02,9.0,0.52,0.02,8.2
lalonde_psid,ipw_stabilized,,,,,,,,,,,,,,,,,,,,,2186.91,-1952.25,1952.25,3811289.29,2355247.76,1534.68,6166537.05,2483.25,,,,,,,,,,,,,,,,,,,0.08,,0.0,,,,LogisticRegression_l2,{'C': 0.0001},0.94,0.0,1.0,0.5,0.0,1.0,0.38,0.08,4.6,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.92,0.02,3.6
lalonde_psid,ipw_stabilized,,,,,,,,,,,,,,,,,,,,,2271.61,-2043.24,2043.24,4174833.74,2223880.77,1491.27,6398714.51,2529.57,,,,,,,,,,,,,,,,,,,0.08,,0.0,,,,LogisticRegression_l2,{'C': 0.001},0.94,0.0,1.0,0.5,0.0,1.0,0.38,0.08,4.6,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.92,0.02,3.8
lalonde_psid,ipw_stabilized,,,,,,,,,,,,,,,,,,,,,2340.04,-2115.12,2115.12,4473718.75,2189029.65,1479.54,6662748.4,2581.23,,,,,,,,,,,,,,,,,,,0.08,,0.01,,,,LogisticRegression_l2,{'C': 0.01},0.94,0.0,1.4,0.5,0.0,1.4,0.38,0.07,5.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.92,0.02,3.0
lalonde_psid,ipw_stabilized,,,,,,,,,,,,,,,,,,,,,2350.49,-2126.18,2126.18,4520642.34,2185025.85,1478.18,6705668.19,2589.53,,,,,,,,,,,,,,,,,,,0.09,,0.1,,,,LogisticRegression_l2,{'C': 0.1},0.94,0.0,1.6,0.5,0.0,1.6,0.38,0.07,6.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.92,0.02,5.6
